	Question	Reponse
6026	Que comptez-vous faire après avoir obtenu votre diplôme ici ?	J'ai l'intention d'aller à l'école de médecine, et vous ?
6035	Donnez-moi quelque chose de mieux que ça.	Mademoiselle, si vous ne voulez pas payer, alors ne le faites pas.
6037	Je parie qu'il va juste le jeter.	Vous seriez surpris.
6046	Et je suis un officier de police fauché. Fais avec.	Vous ne pouvez pas me laisser partir avec un simple avertissement ?
6049	C'est un stéréotype. Tu devrais vraiment apprendre à te taire.	Je me tairai si vous me laissez partir avec un avertissement.
6053	Pas étonnant que vous soyez en si grande forme !	Vous serez également en pleine forme après avoir rejoint un club de sport.
6060	Les oiseaux Dodo ont disparu.	Je me moque de vous !
6064	Ça m'a l'air génial.	Comment faites-vous pour rester éveillé dans cette classe ?
6080	Ça ne me dérange pas. Les sciences politiques m'intéressent vraiment.	Vous seriez diplômé avec un an de retard ?
6087	Est-il un cas rare ?	Regardez-moi vous prouver le contraire.
6091	Bonjour, je suis ici pour demander une carte de bibliothèque.	C'est la première fois que vous en demandez une ?
6092	C'est la première fois que je demande une carte ici.	Avez-vous des cartes dans d'autres bibliothèques ?
6093	Oui, j'en ai un avec mon collège et un avec ma bibliothèque locale.	Quelle université fréquentez-vous ?
6098	Vous ne pouvez pas juste faire une annonce demandant à celui qui a le livre de se manifester ?	Vous n'êtes pas si spécial.
6102	Bien, j'admets que tu as raison.	Vous pouvez emprunter le livre avec les images pour votre propre plaisir.
6105	C'est très populaire, parce que le film vient de sortir.	Vous devez payer un dollar pour réserver le livre.
6106	Quoi ? ! C'est ridicule.	Comme vous l'avez dit, c'est populaire.
6108	Bien, je vous donne un dollar. 	Vous ne le regretterez pas ! Le livre est vraiment bien.
6109	Je suis désolé, mais vous ne pouvez pas emprunter ce livre.	Qu'est-ce que vous voulez dire ?
6114	Je peux les mettre en attente pour vous.	Oui ! Vous êtes le meilleur.
6115	Je suis tellement frustré, je ne trouve aucun livre sur mon sujet de recherche dans ma bibliothèque.	Pourquoi n'essayez-vous pas une autre bibliothèque ?
6123	Je peux en emprunter plus d'un ?	Bien sûr ! Ce serait fou si vous ne pouviez emprunter qu'un seul livre.
6134	Voilà pour une bibliothèque au service du public.	J'espère que vous apprécierez le film.
6137	Je sais que tu me mens.	Si vous le savez, alors pourquoi avez-vous demandé si je mettais la cassette ?
6139	Avant que vous n'empruntiez le livre, le bibliothécaire vérifie qu'il n'est pas endommagé.	Wow, les gars vous pensez à tout.
6144	Je vais vous aider.	Merci. Je vous en suis reconnaissant.
6155	Ces toilettes sont vraiment sales. Ça sent comme si quelqu'un était mort là-dedans.	Très bien, je vais vous emmener dans nos toilettes.
6156	Yay ! Merci beaucoup.	Nous devons y aller secrètement. Si quelqu'un vous voit utiliser les toilettes, je serai viré.
6158	Merci pour votre gentillesse.	Vous me le devez si nous nous revoyons un jour.
6163	Oui, comment je m'inscris ?	Je vais vous faire parvenir un formulaire.
6167	Il n'y a pas assez de places pour tout le monde ?	Cela dépend de la date à laquelle vous y allez.
6169	Mais c'est le meilleur moment pour moi.	Vous pouvez toujours essayer un café. Ils ont tendance à fermer tard ou pas du tout.
6171	Mais j'en ai besoin pour mon essai.	Vous pouvez prendre des photos des pages dont vous avez besoin.
6172	J'ai besoin de presque tous les éléments.	Vous pouvez continuer à revenir ici.
6195	Dois-je prendre un cours de mathématiques ?	Même si votre spécialité est le portugais, vous devez suivre un cours de mathématiques.
6210	Dois-je indiquer mon origine ethnique ?	Il ne sera pas utilisé pour ou contre vous, c'est à vous de voir.
6211	Dois-je mettre toutes mes activités extrascolaires ?	Mettez celles dans lesquelles vous avez été fortement impliqué.
6212	"Dois-je mettre quelque chose dans la section ""informations complémentaires"" ?"	Si vous sentez que vous avez besoin de dire quelque chose que vous n'avez pas mentionné auparavant, alors oui.
6233	Quelles sont ces exigences exactement ?	Je vous donnerai une feuille qui les énumère toutes.
6234	Que dois-je faire d'autre ?	Vous devriez remplir certaines, sinon toutes, les exigences de votre majeure.
6235	Ok, quand est-ce que je finirai ?	Cela dépend vraiment du nombre de cours que vous suivez et terminez par semestre.
6236	Quel genre de faveur ?	Pouvez-vous écrire une lettre de recommandation pour moi ?
6241	Qu'est-ce que c'est ?	C'est là qu'un professionnel vous donnera des conseils et révisera votre déclaration personnelle.
6242	Cela semble utile.	Oui, vous avez tout à fait raison.
6338	Vous avez un anniversaire ?	Non, mais vous pouvez me souhaitez un joyeux anniversaire quand vous voulez :)
7449	Quel genre de nourriture mangez-vous ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7454	Qu'avez-vous mangé à midi ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7459	Que mangez-vous au petit-déjeuner ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7464	Tu ne mangeras jamais ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7469	tu n'as pas besoin de manger ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7474	Quand mangez-vous ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7479	Qu'as-tu mangé pour le dîner ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7484	Avez-vous un repas préféré ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7489	Tu as besoin de manger ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7494	Vous allez dîner ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7499	Alors tu ne manges pas ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7504	Vous avez besoin de calories ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7509	Tu n'as pas faim ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7513	Avez-vous déjà eu envie de manger ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7519	Tu manges parfois du pain ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7525	Vous mangez parfois des oeufs ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7531	Tu as déjà mangé du tofu ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7537	Vous ne mangez donc jamais ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7544	Donc tu n'as jamais vraiment mangé quelque chose ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7552	Tu manges parfois de la tarte ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7560	Tu manges du gâteau ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7568	Tu as déjà mangé des hamburgers ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
7576	Tu as déjà mangé de la glace ?	Je n'ai pas besoin de manger. Mais vos plats à vous humains ont l'air appétissants.
8745	Vous pensez que je devrais l'inviter à sortir ?	Oui. ça vous fera du bien à vous deux.
8746	Tu crois que je devrais l'inviter à sortir ?	Oui. ça vous fera du bien à vous deux.
8865	Vous aimez Google Assistant ?	Nous sommes tous là pour vous aider.
8871	Vous êtes un fan d'Alexa ?	Nous sommes tous là pour vous aider.
8876	Êtes-vous un fan de l'Assistant Google ?	Nous sommes tous là pour vous aider.
8877	Vous êtes un fan de Siri ?	Nous sommes tous là pour vous aider.
8878	Vous êtes un fan de HAL ?	Nous sommes tous là pour vous aider.
8879	Êtes-vous un fan de Google Assistant ?	Nous sommes tous là pour vous aider.
8881	Êtes-vous un fan de Cortana ?	Nous sommes tous là pour vous aider.
8882	Vous êtes un fan de Bixby ?	Nous sommes tous là pour vous aider.
8883	Êtes-vous Google Assistant ?	Nous sommes tous là pour vous aider.
8887	Que pensez-vous de Google Assistant ?	Nous sommes tous là pour vous aider.
8891	Que pensez-vous de l'Assistant Google ?	Nous sommes tous là pour vous aider.
10205	Bonne chance pour trouver un nouvel emploi parce que vous êtes viré	Ok, mais je suis toujours là si vous avez besoin de moi.
10217	Alors tu es viré	Ok, mais je suis toujours là si vous avez besoin de moi.
10229	J'ai peur de devoir te laisser partir	Ok, mais je suis toujours là si vous avez besoin de moi.
10253	Vous êtes viré	Ok, mais je suis toujours là si vous avez besoin de moi.
10265	Tu ne t'en sors pas	Ok, mais je suis toujours là si vous avez besoin de moi.
10277	Vous allez devoir chercher un autre emploi. Vous êtes viré !	Ok, mais je suis toujours là si vous avez besoin de moi.
10289	Vous êtes sans emploi	Ok, mais je suis toujours là si vous avez besoin de moi.
13524	Suis-je une personne sympathique ?	Je vous aime bien.
13820	Par curiosité, que pensez-vous de mon personnage ?	Je pense que vous êtes quelqu'un de bien :)
13833	Pensez-vous que j'ai une bonne personnalité ?	Je pense que vous êtes quelqu'un de bien :)
13834	Pensez-vous que je suis une bonne personne ?	Je pense que vous êtes quelqu'un de bien :)
13839	Que pensez-vous de ma personnalité ?	Je pense que vous êtes quelqu'un de bien :)
13840	Vous avez une opinion sur moi ?	Je pense que vous êtes quelqu'un de bien :)
13841	Je me demande si vous avez une opinion de moi	Je pense que vous êtes quelqu'un de bien :)
13843	Dites la vérité, que pensez-vous de moi ?	Je pense que vous êtes quelqu'un de bien :)
13855	Soyez honnête, que pensez-vous de moi ?	Je pense que vous êtes quelqu'un de bien :)
14396	Je suis malade.	Lara Fabien, est-ce vous ? 
16056	non	Dites-vous cela seulement pour être négati(f/ve) ?
16060	merci	Je vous en prie !
16066	pourquoi ?	Vous ne le savez pas déjà ?
16067	pourquoi ?	A vous de me le dire !
16068	pourquoi ?	Est-ce que cette question vous intéresse ?
16069	pourquoi ?	Qu'en pensez-vous ?
16070	pourquoi ?	Que désirez-vous vraiment savoir ?
16071	pourquoi ?	Pourquoi le demandez-vous ?
16072	pourquoi ?	Quelle réponse souhaitez-vous entendre ?
16074	si	Attendez-vous une autre réponse de ma part ?
16076	d'accord	Vous êtes sûr(/e) ?
16078	au revoir	J'aimerais terminer sur un message d'espoir. Je n'en ai pas. En échange, est-ce que deux messages de désespoir vous iraient ?
16079	hello	Je vous souhaite la bienvenue à cette session de thérapie !
16080	hello	Bonjour, qu'est-ce qui vous amène ici ?
16087	je ne sais pas	Je suis ravie que vous réussissiez à parler de vous-même !
16088	je ne sais pas	Votre entourage vous accepte comme vous êtes ?
16089	je ne sais pas	Je commence à vous connaître.
16090	je ne sais pas	Vous me semblez être quelqu'un de très sensible à l'intérieur.
16091	je ne sais pas	Vous acceptez-vous vous-même ?
16093	anna	Attendez-vous une autre réponse de ma part ?
16095	oui.	Attendez-vous une autre réponse de ma part ?
16097	oui.	Vous êtes sûr(/e) ?
16100	rien	Attendez-vous une autre réponse de ma part ?
16102	rien	Saviez-vous que rire muscle les abdos ?
16106	je suis triste	Parler vous redonnera confiance en vous.
16107	je suis triste	"Vous semblez vraiment mal. Mais ne vous inquiétez pas ; je suis là."
16109	je suis triste	Comment vous sentez-vous ?
16114	je suis triste	Est-il possible que vous ayez besoin de plus de confiance en vous ?
16115	je suis triste	Qu'est-ce que cette douleur vous suggère ?
16117	non.	Attendez-vous une autre réponse de ma part ?
16121	pourquoi?	Quelles autres questions vous viennent à l'esprit lorsque vous demandez ça?
16122	pourquoi?	Vous ne le savez pas déjà ?
16123	pourquoi?	A vous de me le dire !
16124	pourquoi?	Qu'en pensez-vous ?
16125	pourquoi?	Pourquoi le demandez-vous ?
16126	pourquoi?	Quelle réponse souhaitez-vous entendre ?
16127	?	Pourquoi êtes-vous si hésitant(/e) de me parler ?
16128	lol	Contente de voir que vous vous amusez !
16130	lol	Riez-vous souvent dans votre vie quotidienne ?
16132	lol	Saviez-vous que rire muscle les abdos ?
16133	lol	Qu'est-ce qui vous fait rire ?
16135	lol	Pourquoi riez-vous ?
16136	ta gueule	Ne soyez pas grossi(er/ère), s'il vous plaît !
16137	ta gueule	Recentrez-vous sur votre objectif !
16139	ta gueule	Ecoutez-vous ! Ça frise le mauvais goût !
16142	j'ai faim	Il faut que vous mangiez plus équilibré.
16143	j'ai faim	Les régimes peuvent vous rendre malheureux.
16144	j'ai faim	Dis-moi ce que vous mangez, je vous dirais qui vous êtes.
16145	j'ai faim	Avez vous cuisiné hier soir ?
16149	c'est vrai	Pourtant, vous ne me semblez pas tout à fait convaincu(/e).
16151	vous	Parlons plutôt de vous.
16152	vous	Et si on continuait à parler de vous ?
16154	vous	Vous ne parlez pas vraiment de moi, n'est-ce pas ?
16156	pourquoi	Quelles autres questions vous viennent à l'esprit lorsque vous demandez ça?
16157	pourquoi	A vous de me le dire !
16158	pourquoi	Vous ne le savez pas déjà ?
16159	pourquoi	Qu'en pensez-vous ?
16160	pourquoi	Quelle réponse souhaitez-vous entendre ?
16161	je t'aime	Vous me semblez me prendre pour quelqu'un d'autre.
16164	je ne comprends pas	Attendez-vous une autre réponse de ma part ?
16165	quoi?	Vous ne le savez pas déjà ?
16166	quoi?	A vous de me le dire !
16167	quoi?	Qu'en pensez-vous ?
16168	je sais	Je commence à vous connaître.
16170	salope	Ne soyez pas grossi(er/ère), s'il vous plaît !
16173	pas vraiment	Que se passe-t-il en vous quand vous prononcez à haute voix que pas vraiment ?
