Question	Reponse	Catégorie	Type	Source	FR?
Vraiment chanceux. Quelqu'un d'autre a été blessé ?	Sa petite amie s'est cassé le bras, mais c'est tout.	Conversations	Dialogue	DialogueQA	Non
Oh, ce n'est pas bon. Elle est à l'hôpital ?	Oui, elle s'occupe de mon frère.	Conversations	Dialogue	DialogueQA	Non
Allez, devinez quoi ?	Je ne sais pas, un cul de poulet ?	Conversations	Dialogue	DialogueQA	Non
Arrête de jouer. J'ai eu le rôle dans la pièce de l'école !	Vraiment ? C'est génial !	Conversations	Dialogue	DialogueQA	Non
Tout cet entraînement porte enfin ses fruits.	Oui, c'est vrai. Je ne peux pas le croire !	Conversations	Dialogue	DialogueQA	Non
Moi aussi. Je vais être le personnage principal !	Je suis si fière de toi. J'ai hâte de voir la pièce.	Conversations	Dialogue	DialogueQA	Non
Ça va être beaucoup de travail, mais je suis content d'avoir le rôle.	Quand est-ce que la pièce commence ?	Conversations	Dialogue	DialogueQA	Non
Il ouvre dans trois semaines.	Super. Trouve-moi un billet. Je veux être assis au premier rang.	Conversations	Dialogue	DialogueQA	Non
C'est un super T-shirt.	Merci. C'est très gentil de ta part de le dire.	Conversations	Dialogue	DialogueQA	Non
Où l'as-tu eu ?	Je l'ai eu dans un magasin au centre commercial.	Conversations	Dialogue	DialogueQA	Non
Ça a coûté cher ?	Les choses sont généralement trop chères là-bas.	Conversations	Dialogue	DialogueQA	Non
En fait, c'était plutôt bon marché. Je l'ai eu pour 15,99 $.	C'est plutôt bon marché.	Conversations	Dialogue	DialogueQA	Non
L'ont-ils dans d'autres couleurs ?	Oui, bien sûr.	Conversations	Dialogue	DialogueQA	Non
Tu veux venir avec moi ?	On peut y aller après l'école, si tu veux ?	Conversations	Dialogue	DialogueQA	Non
Tu veux faire quelque chose ?	Qu'avez-vous en tête ?	Conversations	Dialogue	DialogueQA	Non
Tu veux aller boire un verre ?	Non, j'ai du travail demain, et je ne veux pas avoir la gueule de bois.	Conversations	Dialogue	DialogueQA	Non
Tu n'as pas besoin de te soûler.	Je te connais. Tu ne fermeras pas ta gueule tant que je ne me serai pas soûlé.	Conversations	Dialogue	DialogueQA	Non
Je suis prêt à aller chez le disquaire.	Je n'y suis pas allé depuis un moment.	Conversations	Dialogue	DialogueQA	Non
Eh bien, que veux-tu faire ?	On va plutôt aller au cinéma ?	Conversations	Dialogue	DialogueQA	Non
Quel est ton film préféré ?	The Grand Budapest Hotel. Pourquoi cette question ?	Conversations	Dialogue	DialogueQA	Non
Je me demandais quel genre de films tu aimais.	Eh bien, c'est mon film préféré, mais j'aime toutes sortes de films.	Conversations	Dialogue	DialogueQA	Non
Combien de fois diriez-vous que vous l'avez vu ?	Trop de fois pour le dire. Je le regarde au moins deux fois par mois.	Conversations	Dialogue	DialogueQA	Non
Vraiment, tu l'aimes tant que ça ?	C'est un très bon film. Tu devrais le regarder.	Conversations	Dialogue	DialogueQA	Non
Je peux l'emprunter ? Je n'ai pas d'argent pour l'acheter.	Oui, je peux te prêter le film, mais fais attention avec lui.	Conversations	Dialogue	DialogueQA	Non
Je ne sais pas à quel cours m'inscrire.	Tu devrais choisir le cours dont tu as besoin.	Conversations	Dialogue	DialogueQA	Non
Je sais que j'ai besoin d'un cours de sciences.	Je prendrais la biologie avec M. Green.	Conversations	Dialogue	DialogueQA	Non
C'est un cours difficile mais amusant.	Je n'aime pas les défis.	Conversations	Dialogue	DialogueQA	Non
Pourquoi es-tu à l'université alors ?	Ma mère m'a forcé à m'inscrire.	Conversations	Dialogue	DialogueQA	Non
Tu devrais plutôt aller dans une école professionnelle.	Je ne pense pas que vous compreniez.	Conversations	Dialogue	DialogueQA	Non
Ok, bien. Je recommande la Science de la Terre 125 avec M. Anderson.	Merci pour la recommandation !	Conversations	Dialogue	DialogueQA	Non
Je suis si contrariée.	Oh, non. Parlez-moi de ça.	Conversations	Dialogue	DialogueQA	Non
Je ne peux pas m'inscrire à un cours dont j'ai vraiment besoin.	C'est complet ?	Conversations	Dialogue	DialogueQA	Non
J'ai une retenue sur mon dossier, parce que mes livres de bibliothèque étaient en retard.	Vous ne pouvez pas simplement payer les frais de retard ?	Conversations	Dialogue	DialogueQA	Non
Je ne peux pas me le permettre. Je suis complètement fauché.	Combien en as-tu besoin ?	Conversations	Dialogue	DialogueQA	Non
J'ai besoin de 50 dollars.	Wow, tu as dû garder ces livres bien après la date d'échéance.	Conversations	Dialogue	DialogueQA	Non
Oui, je sais que je suis horrible.	Je te prêterai l'argent.	Conversations	Dialogue	DialogueQA	Non
Salut, je suis James. Quel est ton nom ?	Salut James. Je m'appelle Lisa.	Conversations	Dialogue	DialogueQA	Non
Je prends ce cours parce qu'il semble intéressant. Pourquoi le prenez-vous ?	Je prends ce cours parce que c'est obligatoire.	Conversations	Dialogue	DialogueQA	Non
On devrait apprendre à se connaître.	Je ne pense pas. J'aime rester seul.	Conversations	Dialogue	DialogueQA	Non
Donc tu n'aimes pas rencontrer de nouveaux étudiants ?	Non, je préfère être seul.	Conversations	Dialogue	DialogueQA	Non
C'est si triste ! Ça ne l'est pas.	C'est vraiment paisible et ça donne du pouvoir.	Conversations	Dialogue	DialogueQA	Non
On peut au moins étudier ensemble ?	Non, on ne peut pas faire ça.	Conversations	Dialogue	DialogueQA	Non
Il me faut des heures pour trouver ma salle de classe.	Je pourrais être en mesure de vous aider.	Conversations	Dialogue	DialogueQA	Non
Vraiment ? Ce serait génial !	Quel est le numéro de votre classe ?	Conversations	Dialogue	DialogueQA	Non
Le numéro de ma classe est A21.	Donc le A est le type de bâtiment.	Conversations	Dialogue	DialogueQA	Non
Ok, mais je ne sais pas où c'est.	Tu sais où se trouve le gymnase ?	Conversations	Dialogue	DialogueQA	Non
Oui, je sais.	Ok, ta classe est derrière le gymnase.	Conversations	Dialogue	DialogueQA	Non
C'est vraiment utile ! Merci.	Pas de problème, et le 21 signifie que c'est à l'étage.	Conversations	Dialogue	DialogueQA	Non
Je ne peux plus dépenser d'argent après avoir acheté mon manuel d'anglais.	Combien coûte ton manuel d'anglais ?	Conversations	Dialogue	DialogueQA	Non
Il coûte 198 dollars. Je ne plaisante pas.	C'est ridiculement cher ! Quel est le titre du manuel ?	Conversations	Dialogue	DialogueQA	Non
Il s'appelle "Comment bien écrire".	Mec, quelqu'un vend ce livre pour 30 dollars.	Conversations	Dialogue	DialogueQA	Non
Pas possible. C'est quelle édition ?	Je pense que c'est la 10ème édition.	Conversations	Dialogue	DialogueQA	Non
Oh, pas étonnant qu'il ou elle le vende pour seulement 30 dollars.	Quelle édition vous faut-il ?	Conversations	Dialogue	DialogueQA	Non
J'ai besoin de la 21ème édition.	L'éditeur semble vraiment faire de l'argent, vu le nombre d'éditions.	Conversations	Dialogue	DialogueQA	Non
Je déteste le professeur Hernandez !	Moi aussi ! Il n'arrête pas de me traiter d'idiot !	Conversations	Dialogue	DialogueQA	Non
Tu penses que c'est mal ? Il m'a donné un F, parce que j'ai mis deux espaces dans ma rédaction !	Mais tous les professeurs veulent des rédactions à double interligne. Il est fou !	Conversations	Dialogue	DialogueQA	Non
Le professeur Hernandez est bizarre. Il veut les dissertations en triple interligne.	C'est juste un gaspillage de papier. Pourquoi il aime le triple interligne ?	Conversations	Dialogue	DialogueQA	Non
Il dit que c'est parce qu'il doit faire beaucoup de corrections, parce que nous sommes stupides.	Nous devrions lancer une pétition, et le faire virer !	Conversations	Dialogue	DialogueQA	Non
On devrait, mais il peut le découvrir.	Je sais. S'il le découvre, il va ruiner la vie de tout le monde.	Conversations	Dialogue	DialogueQA	Non
Il est si mauvais.	C'est pourquoi cette pétition doit fonctionner	Conversations	Dialogue	DialogueQA	Non
Hé, professeur Hill.	Qu'est-ce qu'il y a ?	Conversations	Dialogue	DialogueQA	Non
J'ai eu des problèmes avec les dérivés.	Ce n'est pas bon. Il y a un test sur les dérivés la semaine prochaine.	Conversations	Dialogue	DialogueQA	Non
Je peux prendre rendez-vous avec vous pour avoir de l'aide ?	Je suis un homme occupé.	Conversations	Dialogue	DialogueQA	Non
Tu n'as même pas encore vérifié ton planning !	Je sais que je suis occupé, car beaucoup de gens ont déjà pris rendez-vous.	Conversations	Dialogue	DialogueQA	Non
Alors je suis sans espoir ?	Bien sûr que non ! Il y a le centre de tutorat.	Conversations	Dialogue	DialogueQA	Non
Mais les tuteurs ne sont pas des professeurs. Ce sont juste des étudiants.	Ils pourraient vous surprendre	Conversations	Dialogue	DialogueQA	Non
Je peux rendre mes devoirs demain ?	Il est à rendre aujourd'hui.	Conversations	Dialogue	DialogueQA	Non
Je sais, mais je ne l'ai pas en ce moment.	Comment ça se fait ?	Conversations	Dialogue	DialogueQA	Non
Non ! Je l'ai laissé à la maison.	Je ne peux pas te croire sur parole.	Conversations	Dialogue	DialogueQA	Non
Pourquoi pas ? Je suis un étudiant A+.	Comment je peux savoir si tu as fait tes devoirs ?	Conversations	Dialogue	DialogueQA	Non
Je demanderai à ma mère d'en prendre une photo et de me l'envoyer.	C'est d'accord.	Conversations	Dialogue	DialogueQA	Non
Merci, aussi, vous devriez essayer de faire plus confiance aux étudiants. Nous ne sommes pas si mauvais.	Je vais essayer, mais je ne peux rien promettre.	Conversations	Dialogue	DialogueQA	Non
Il faut que je te dise quelque chose.	Qu'est-ce que c'est ?	Conversations	Dialogue	DialogueQA	Non
Vous avez mal noté mon test. J'ai fait ça de travers, mais vous ne l'avez pas noté.	Wow ! Je n'ai jamais rencontré un étudiant plus honnête.	Conversations	Dialogue	DialogueQA	Non
Je me sentais mal.	Gardez juste le score que vous avez.	Conversations	Dialogue	DialogueQA	Non
Vraiment ? C'est génial.	Oui, je dois te demander, pourquoi tu as décidé de me le dire ?	Conversations	Dialogue	DialogueQA	Non
Je suis vraiment mauvais pour mentir.	C'est une bonne chose ! Ton honnêteté est digne d'éloges.	Conversations	Dialogue	DialogueQA	Non
Merci, tu veux me donner des points supplémentaires ?	N'exagère pas.	Conversations	Dialogue	DialogueQA	Non
Je peux t'emprunter tes notes de cours d'hier ?	Tu es tellement paresseux.	Conversations	Dialogue	DialogueQA	Non
De quoi parlez-vous ? J'étais malade hier.	Je m'en fiche.	Conversations	Dialogue	DialogueQA	Non
Tu es si méchant !	Je ne peux pas laisser quelqu'un emprunter mes notes de cours.	Conversations	Dialogue	DialogueQA	Non
Pourquoi pas ? Ce ne sont que des notes.	J'ai laissé une camarade de classe emprunter mes notes une fois, et elle a vendu des copies à des gens.	Conversations	Dialogue	DialogueQA	Non
C'est fou, pour combien ?	Elle a vendu chaque ensemble de notes de classe pour 5 $.	Conversations	Dialogue	DialogueQA	Non
Ne vous inquiétez pas, je promets de ne pas vendre vos notes.	Je ne peux pas vous croire sur parole.	Conversations	Dialogue	DialogueQA	Non
Je pense que votre politique de notation est injuste.	Je vous demande pardon ? !	Conversations	Dialogue	DialogueQA	Non
Pourquoi un 90percentage est un B ?	J'essaie de vous mettre au défi, les gars.	Conversations	Dialogue	DialogueQA	Non
Ce n'est pas un défi, c'est une punition.	J'ai cette politique depuis que j'ai commencé à enseigner.	Conversations	Dialogue	DialogueQA	Non
Il est temps de changer.	Je ne vais pas changer ma politique parce que vous ne l'aimez pas.	Conversations	Dialogue	DialogueQA	Non
Mettez-vous à ma place.	J'ai été étudiant une fois, et je pense que ma politique est juste.	Conversations	Dialogue	DialogueQA	Non
Je vais laisser tomber votre classe	Allez-y ! Moins de notes pour moi !	Conversations	Dialogue	DialogueQA	Non
J'ai un 89,5percentage.	Ok, et alors ?	Conversations	Dialogue	DialogueQA	Non
C'est vraiment proche d'un A.	Tu sais que je n'arrondis pas.	Conversations	Dialogue	DialogueQA	Non
Mais j'ai vraiment besoin d'une moyenne de 4.0.	Tu as ce que tu mérites.	Conversations	Dialogue	DialogueQA	Non
Je sais que je mérite un A, je fais toujours du bon travail et je participe.	Je ne peux pas le changer.	Conversations	Dialogue	DialogueQA	Non
S'il te plaît ? Je vais laver votre voiture.	Tu me corromps ?	Conversations	Dialogue	DialogueQA	Non
Je veux juste un A.	Je te donne un C si tu ne pars pas maintenant.	Conversations	Dialogue	DialogueQA	Non
Pourquoi étiez-vous absent hier ?	Pourquoi cela vous intéresse-t-il ?	Conversations	Dialogue	DialogueQA	Non
Tu devrais être reconnaissant que je me soucie tant de ton éducation.	La vérité, c'est que je n'ai pas entendu le réveil.	Conversations	Dialogue	DialogueQA	Non
Tu as raté une conférence très importante.	Ça arrive. Je vais demander à mon ami ce qu'il y avait dans la conférence.	Conversations	Dialogue	DialogueQA	Non
Est-ce qu'elle prend bien les notes ?	Je ne sais pas. Je suppose...	Conversations	Dialogue	DialogueQA	Non
Si vous étiez en classe, vous n'auriez pas à compter sur les notes de quelqu'un.	Je ne peux pas changer le passé.	Conversations	Dialogue	DialogueQA	Non
Je sais, de toute façon, tu devrais augmenter le volume de ton réveil.	Je suppose que je pourrais faire ça.	Conversations	Dialogue	DialogueQA	Non
Je dois quitter la classe tôt demain.	Je n'aime pas ça. Ne viens pas en classe.	Conversations	Dialogue	DialogueQA	Non
Ne sois pas comme ça, Professeur, je dois assister à l'enterrement de ma mère.	Je suis désolé pour votre perte.	Conversations	Dialogue	DialogueQA	Non
C'est bon. Elle va me manquer.	J'ai aussi perdu ma mère quand j'étais à l'université.	Conversations	Dialogue	DialogueQA	Non
La chose la plus triste au monde, pas vrai ?	Oui. Tu sais quoi ? Prends une semaine de congé.	Conversations	Dialogue	DialogueQA	Non
Je ne peux pas faire ça. J'ai trop de responsabilités.	Suivez mon conseil.	Conversations	Dialogue	DialogueQA	Non
Je vais y réfléchir.	Si jamais tu as besoin de parler, ma porte est ouverte.	Conversations	Dialogue	DialogueQA	Non
Je voudrais voir mon conseiller maintenant.	Désolé, elle n'a pas le temps aujourd'hui.	Conversations	Dialogue	DialogueQA	Non
Vous êtes sérieux ?	Oui, je le suis. Veuillez prendre rendez-vous pour la semaine prochaine.	Conversations	Dialogue	DialogueQA	Non
J'ai vraiment besoin de la voir.	Je suis désolé, mais vous ne pouvez vraiment pas.	Conversations	Dialogue	DialogueQA	Non
Je jure que je vais frapper à sa porte et crier.	Ne fais pas de scène.	Conversations	Dialogue	DialogueQA	Non
Si tu ne veux pas que je fasse une scène, dis au conseiller que je suis là.	Bien ! Mais tu ne peux lui parler que cinq minutes.	Conversations	Dialogue	DialogueQA	Non
C'est tout ce dont j'ai besoin.	La prochaine fois, vous feriez mieux de prendre rendez-vous.	Conversations	Dialogue	DialogueQA	Non
Je suis content que tu sois venu me parler aujourd'hui.	Tu m'y as un peu forcé.	Conversations	Dialogue	DialogueQA	Non
C'est parce que je suis inquiet.	De quoi êtes-vous inquiet ?	Conversations	Dialogue	DialogueQA	Non
Vous avez abandonné 4 de vos 5 cours le semestre dernier.	Je me débrouillais mal !	Conversations	Dialogue	DialogueQA	Non
Et pourquoi exactement ?	C'était juste trop dur.	Conversations	Dialogue	DialogueQA	Non
Tu es vraiment en retard maintenant. Tu vas peut-être devoir passer 6 ans ici.	Je ne peux pas juste prendre des cours d'été ?	Conversations	Dialogue	DialogueQA	Non
Oui, mais tu ne veux pas te stresser.	Je n'ai pas vraiment le choix.	Conversations	Dialogue	DialogueQA	Non
Je pense ajouter une autre classe.	Une autre ? Tu as déjà 7 classes.	Conversations	Dialogue	DialogueQA	Non
Je sais, mais je veux vraiment ajouter "Psychologie 101", ça semble intéressant.	Tu vas être tellement stressée.	Conversations	Dialogue	DialogueQA	Non
Je pense que je peux supporter 8 cours.	Sérieusement ? Tu vas être constamment en classe ou en train d'étudier.	Conversations	Dialogue	DialogueQA	Non
Je sais, mais ça en vaut la peine.	Dis-moi ça quand je fais la fête et pas toi.	Conversations	Dialogue	DialogueQA	Non
Combien de cours prends-tu ? Deux ?	Haha ! Tu es drôle. J'en prends trois.	Conversations	Dialogue	DialogueQA	Non
C'est si petit. Tu n'as pas l'impression de ne pas être à la hauteur ?	Rappelez-moi pourquoi nous sommes amis.	Conversations	Dialogue	DialogueQA	Non
Tu veux aller à l'atelier d'écriture avec moi aujourd'hui ?	Non, mec, mes compétences en écriture sont limitées.	Conversations	Dialogue	DialogueQA	Non
Tu veux dire "sont" au lieu de "sont", non ?	Oui, bien sûr !	Conversations	Dialogue	DialogueQA	Non
Tu devrais venir avec moi. Notre collège a de grands ateliers.	Je ne veux pas avoir l'air stupide.	Conversations	Dialogue	DialogueQA	Non
Tu ne le feras pas. Tu as l'air stupide en utilisant une grammaire incorrecte.	Bien. Combien de temps dure l'atelier ?	Conversations	Dialogue	DialogueQA	Non
C'est environ une heure.	Je ne pense pas que ma capacité d'attention dépasse les 5 minutes.	Conversations	Dialogue	DialogueQA	Non
Ne t'inquiète pas, je vais te pincer pour te réveiller.	C'est une idée intelligente.	Conversations	Dialogue	DialogueQA	Non
Je prévois d'étudier à l'étranger cet été.	Cool ! Où vas-tu ?	Conversations	Dialogue	DialogueQA	Non
Je vais en Italie.	Qu'est-ce que tu fais là-bas ?	Conversations	Dialogue	DialogueQA	Non
