Question	Reponse
oh, oui, à cause de tous ces germes tueurs.	Si vous êtes un médecin intelligent, vous restez loin des hôpitaux.
si vous êtes un médecin intelligent, vous restez loin des hôpitaux.	Oui, les médecins intelligents sont ceux des journaux télévisés. Pas d'hôpitaux, pas de patients.
Je veux être facteur quand je serai grand.	Pourquoi ?
Pourquoi ?	parce que vous rencontrez beaucoup de gens.
parce que tu rencontres beaucoup de gens.	Je suis sûr que c'est le cas.
C'est sûr.	et tu fais beaucoup d'exercice tous les jours.
et vous faites beaucoup d'exercice tous les jours.	C'est la vérité.
C'est la vérité.	et tu peux jouer avec beaucoup de chiens.
et tu peux jouer avec beaucoup de chiens.	Eh bien, tu es censé travailler.
Eh bien, vous êtes censé travailler.	Oui, mais je caresserai toujours les gentils chiens.
Oui, mais je vais toujours caresser les chiens amicaux.	Et les chiens inamicaux ?
Et les chiens inamicaux ?	Je pense que si vous êtes amical avec les chiens, ils sont amicaux avec vous.
Je pense que si vous êtes amical avec les chiens, ils sont amicaux avec vous.	Les chiens sont comme les gens, ils ne sont pas tous amicaux.
Je veux déménager à New York.	Dans l'État ou dans la ville ?
à l'Etat ou à la ville ?	à la ville, bien sûr.
à la ville, bien sûr.	pourquoi voulez-vous vous y installer ?
Pourquoi voulez-vous déménager là-bas ?	Parce que je veux gagner beaucoup d'argent.
Parce que je veux gagner beaucoup d'argent.	Il y a beaucoup de pauvres à New York.
Il y a beaucoup de pauvres à New York.	Il y en a au moins un million.
Il y en a au moins un million.	alors comment comptez-vous devenir riche ?
Alors, comment comptez-vous devenir riche ?	Je vais frapper à la porte de toutes les entreprises.
Je vais frapper à la porte de toutes les entreprises.	Ça ne vous rendra pas riche. Personne ne vous parlera.
Ça ne vous rendra pas riche. Personne ne vous parlera.	Je vais continuer à frapper aux portes.
Je vais continuer à frapper aux portes.	Tout ce que vous obtiendrez, ce sont des articulations douloureuses.
J'adore les salades.	Moi aussi.
Moi aussi.	Je mange habituellement une simple salade.
je mange habituellement une simple salade.	Qu'est-ce que vous mettez dedans ?
Qu'est-ce que tu mets dedans ?	Juste de la laitue, des tomates et du céleri.
juste de la laitue, des tomates, et du céleri.	C'est tout ?
C'est tout ?	J'ajoute un peu de poivre et de sel.
j'ajoute du poivre et du sel.	Je mets toujours du fromage dans mes salades.
Je mets toujours du fromage dans mes salades.	Oui, le fromage c'est bien.
oui, le fromage c'est bien.	Quel genre de vinaigrette utilisez-vous ?
Quel genre de vinaigrette utilisez-vous ?	Je verse beaucoup de vinaigrette française sur le dessus.
je verse beaucoup de vinaigrette française sur le dessus.	moi aussi. la vinaigrette française est si délicieuse ! qui se soucie des calories ?
J'adore le fromage.	Moi aussi.
moi aussi.	d'où vient le fromage ?
D'où vient le fromage ?	Il vient des vaches.
ça vient des vaches.	donc le fromage vient des vaches, et le lait aussi ?
Donc on a du fromage de vache, et on a du lait aussi ?	Oui, en effet.
Oui, nous le faisons.	qu'obtenons-nous d'autre des vaches ?
Qu'est-ce que les vaches nous donnent d'autre ?	On obtient des hamburgers et des steaks.
on a des hamburgers et du steak.	oh, c'est tellement délicieux.
Oh, c'est si délicieux.	on a aussi du cuir.
on obtient aussi du cuir.	Nous obtenons beaucoup de choses des vaches, n'est-ce pas ?
On tient beaucoup de choses des vaches, n'est-ce pas ?	Oui. La vache est la meilleure amie de l'homme.
Je travaillais dans une épicerie.	Comment avez-vous aimé ça ?
comment l'avez-vous trouvé ?	J'ai adoré !
J'ai adoré !	Vous avez eu de la nourriture gratuite ?
Tu as eu de la nourriture gratuite ?	Je mangeais du fromage et de la viande gratuitement tous les jours.
Je mangeais du fromage et de la viande gratuitement tous les jours.	Ça a l'air d'être un super boulot.
ça a l'air d'être un super boulot.	Ce que le client a commandé, je l'ai coupé un peu plus pour moi.
Ce que le client a commandé, je l'ai coupé un peu plus pour moi.	Vous avez grossi ?
Tu as grossi ?	Non, mais j'ai pris quelques kilos.
Non, mais j'ai pris quelques kilos.	Ca ressemble à un job de rêve.
ça ressemble à un job de rêve.	Et ça l'était, jusqu'au jour où mon manager m'a surpris.
ça l'était, jusqu'à ce qu'un jour mon manager me surprenne.	Plus de fromage gratuit pour vous, hein ?
Je suis un nouveau régime.	Que mangez-vous maintenant ?
qu'est-ce que tu manges maintenant ?	Je suis passé des pâtes aux pommes de terre.
Je suis passé des pâtes aux pommes de terre.	Pourquoi as-tu fait ça ?
pourquoi as-tu fait ça ?	Les pâtes sont des aliments transformés. Les pommes de terre sont des aliments naturels.
Les pâtes sont des aliments transformés. Les pommes de terre sont des aliments naturels.	Les aliments naturels contiennent plus de vitamines.
les aliments naturels contiennent plus de vitamines.	et c'est tout aussi facile à préparer.
et c'est tout aussi facile à préparer.	comment prépare-t-on les pommes de terre ?
comment préparez-vous les pommes de terre ?	Je les lave, puis je les fais cuire à la vapeur pendant 15 minutes.
Je les lave, puis je les fais cuire à la vapeur pendant 15 minutes.	C'est assez simple.
c'est assez simple.	Ensuite, j'ajoute du beurre, du sel et du poivre.
puis j'ajoute du beurre, du sel et du poivre.	Je peux avoir toutes ces boîtes de sauce tomate que tu as achetées pour tes pâtes ?
La mère de ma petite amie s'est mise en colère contre moi au dîner.	Pourquoi ça ?
Pourquoi ça ?	J'ai saupoudré du sel et du poivre sur la nourriture avant de la goûter.
J'ai saupoudré du sel et du poivre sur la nourriture avant de la goûter.	C'est quoi le problème avec ça ?
Quel est le problème avec ça ?	Sa mère est une excellente cuisinière.
Sa mère est une grande cuisinière.	donc, un peu de sel et de poivre n'a jamais fait de mal à personne.
donc, un peu de sel et de poivre n'a jamais fait de mal à personne.	ça a blessé ses sentiments.
ça l'a blessé.	oh.
Oh.	Je me suis excusé, mais je voyais bien qu'elle était toujours en colère.
Je me suis excusé, mais je voyais bien qu'elle était toujours en colère.	Peut-être que tu ne devrais plus manger là-bas.
peut-être que tu ne devrais plus manger là-bas.	Je suis sûr que tout ira bien dans un jour ou deux.
Je suis sûr que tout ira bien dans un jour ou deux.	C'est la faute de votre petite amie. Elle aurait dû vous prévenir.
Je mange la même chose tous les jours.	Vous plaisantez ?
Vous plaisantez.	Non, je suis sérieux.
Non, je suis sérieux.	Ça ne vieillit pas ?
Ça ne vieillit pas ?	Non, parce que je mange de la nourriture que j'aime.
Non, parce que je mange de la nourriture que j'aime.	Mais la même chose jour après jour, ça devient lassant.
mais la même chose jour après jour, ça devient vieux.	Je suppose que si ça devient vieux, je changerai pour autre chose.
Eh bien, je suppose que si ça devient un jour vieux, je changerai pour quelque chose de différent.	Mangez-vous des fruits et des légumes tous les jours ?
Manges-tu des fruits et des légumes tous les jours ?	Non, je déteste les légumes.
Non, je déteste les légumes.	mais tu manges des fruits.
mais tu manges des fruits.	Je mange deux pommes, une banane et une orange tous les jours.
Je mange deux pommes, une banane et une orange tous les jours.	Il n'y a rien de mal à cela.
Il y a un problème avec mon orange.	Qu'est-ce qui ne va pas ?
Qu'est-ce qui ne va pas ?	Ce n'est pas orange !
ce n'est pas orange !	votre orange n'est pas orange ?
ton orange n'est pas orange ?	non, c'est du rose foncé !
Non, c'est rose foncé !	Vous êtes sûr ? Je n'ai jamais entendu parler d'une telle chose.
Vous êtes sûr ? Je n'ai jamais entendu parler d'une telle chose.	Je viens de l'éplucher, et je le regarde en ce moment même.
Je viens de l'éplucher, et je suis en train de la regarder.	Laissez-moi voir. Oui, vous avez raison. Votre orange est rose.
Laisse-moi voir. Oui, tu as raison. Ton orange est rose.	Qui a déjà entendu parler d'une telle chose ?
Qui a déjà entendu parler d'une telle chose ?	Oh, regarde. Voici le petit autocollant qui était dessus. Ça s'appelle un nombril rose.
oh, regarde. voilà le petit autocollant qui était dessus. ça s'appelle un nombril rose.	Que devient ce monde ?
Où va le monde ?	Qui sait ? Peut-être que bientôt nous aurons des bananes roses.
J'adore les cacahuètes.	Moi aussi. Je les aime grillées et salées.
Moi aussi. Je les aime grillées et salées.	J'aime les cacahuètes bouillies.
J'adore les cacahuètes bouillies.	Mais bouillies ? Je n'ai jamais entendu parler de ça.
bouillies ? Je n'ai jamais entendu parler de ça.	Je fais juste bouillir des cacahuètes crues dans de l'eau salée jusqu'à ce que les coquilles soient molles.
Il suffit de faire bouillir des cacahuètes crues dans de l'eau salée jusqu'à ce que les coquilles soient molles.	Il faudra que j'essaie un jour.
Il faudra que je les essaie un jour.	Ils sont meilleurs quand ils sont chauds.
ils sont meilleurs quand ils sont chauds.	Mon frère est allergique aux cacahuètes.
Mon frère est allergique aux cacahuètes.	C'est pas bon.
Ce n'est pas bon.	Non, ça ne l'est pas. Il a failli mourir quand il était petit.
Non, ça ne l'est pas. Il a failli mourir quand il était petit.	Je suppose qu'il doit faire très attention à ce qu'il mange.
Je suppose qu'il doit faire très attention à ce qu'il mange.	Il a un régime très strict.
Je prends du poids.	Combien avez-vous pris ?
Combien avez-vous pris ?	Un kilo et demi rien que ce mois-ci.
trois livres juste ce mois-ci.	Savez-vous pourquoi ?
Tu sais pourquoi ?	Je pense que c'est la crème glacée.
Je pense que c'est la crème glacée.	tu as commencé à manger de la crème glacée ?
tu as commencé à manger de la glace ?	C'était en solde.
C'était en solde.	Combien en avez-vous acheté ?
Combien en as-tu acheté ?	J'ai rempli mon congélateur de crème glacée.
J'ai rempli mon congélateur de crème glacée.	Eh bien, ça ne durera pas éternellement.
Eh bien, ça ne durera pas éternellement.	Non, je pense que j'aurai tout fini la semaine prochaine.
Non, je pense que j'aurai tout fini la semaine prochaine.	Alors tu pourras commencer à perdre du poids, s'il n'y a pas d'autre vente.
Je suis bourré.	Bien sûr que tu l'es. Tu as mangé tout ce qu'il y avait sur la table.
Bien sûr que si. Tu as mangé tout ce qui était sur la table.	Je n'aime pas manger les restes.
Je n'aime pas manger les restes.	Je suis heureux d'entendre qu'il y a quelque chose que tu n'aimes pas manger.
Je suis heureux d'apprendre qu'il y a quelque chose que vous n'aimez pas manger.	J'aime ma nourriture chaude et fraîche.
J'aime ma nourriture chaude et fraîche.	Vous aimez la voir disparaître.
Vous aimez le voir disparaître.	Je n'aime pas le réchauffer.
Je n'aime pas que ça soit réchauffé.	Eh bien, tu auras de la nourriture fraîche et chaude demain soir.
Eh bien, vous aurez de la nourriture chaude et fraîche demain soir.	Je suis si pleine que je vais éclater.
Je suis si plein que je vais éclater.	Vous devriez desserrer votre ceinture.
tu devrais desserrer ta ceinture.	J'ai déjà desserré ma ceinture et déboutonné mon pantalon.
J'ai déjà desserré ma ceinture et déboutonné mon pantalon.	bien, ne vous levez pas, s'il vous plaît.
J'ai vu ce que tu as fait.	Je n'ai rien fait.
Je n'ai rien fait.	Oh si, tu l'as fait.
Oh si, tu l'as fait.	De quoi parlez-vous ?
De quoi tu parles ?	Tu sais de quoi je parle.
Tu sais de quoi je parle.	Je n'en ai aucune idée.
Je n'en ai aucune idée.	Vous savez ce que vous avez fait.
Tu sais ce que tu as fait.	Peut-être que je le sais, mais comment pourriez-vous le savoir ?
peut-être que je le sais, mais comment pourrais-tu le savoir ?	Parce que je te regardais.
parce que je te regardais.	D'accord, je suis désolé de l'avoir fait.
OK, je suis désolé de l'avoir fait.	Ne buvez pas le lait dans le carton. Utilisez un verre !
ne buvez pas de lait dans la brique. utilisez un verre !	Je te promets que je ne boirai plus jamais de lait en brique.
J'aime cette chemise.	Moi aussi.
Moi aussi. 	C'est combien ?
C'est combien ?	Je ne sais pas. Il manque l'étiquette.
Je ne sais pas. L'étiquette a disparu.	Demandez à l'employé.
Demandez à l'employé.	Je le ferai.
Je le ferai.	Oh, regarde. Il y a une autre chemise juste comme celle-là.
Oh, regarde. Il y a une autre chemise exactement comme celle-ci.	Est-ce qu'il a une étiquette de prix ?
Est-ce que ça a un prix ?	Oui, il en a un. Il ne coûte que 20 dollars.
Oui, c'est vrai. Il ne coûte que 20 dollars.	C'est un bon prix.
c'est un bon prix.	Je pense que je vais acheter les deux.
Je pense que je vais acheter les deux.	Vous feriez mieux de les essayer d'abord.
Je t'ai acheté un pantalon.	Je te remercie.
Merci.	J'espère qu'elles vous iront.
J'espère qu'elles me vont.	J'espère que vous avez gardé le ticket de caisse.
J'espère que tu as gardé le ticket de caisse.	Tu crois qu'elles ne tiendront pas ?
Tu crois qu'elles ne t'iront pas ?	Je crois que j'ai pris un peu de poids.
Je crois que j'ai pris un peu de poids.	Tu crois ?
Tu crois ?	peut-être un kilo ou deux.
peut-être une livre ou deux.	peut-être quatre ou cinq livres ?
peut-être 2 ou 3 kilos ?	ma taille est plus grande qu'avant.
ma taille est plus grande qu'avant.	Pas de problème. Ce pantalon a une taille élastique.
pas de problème. ce pantalon a une taille élastique.	Vous êtes si intelligent !
qu'est-ce qu'on doit acheter ?	Laissez-moi regarder notre liste.
Laisse-moi regarder notre liste.	Je sais que nous avons besoin de lait.
Je sais que nous avons besoin de lait.	sans matière grasse.
Sans matière grasse.	Bien sûr. Quoi d'autre ?
Bien sûr. Quoi d'autre ?	Il nous faut du fromage, du pain et du jambon.
nous avons besoin de fromage, de pain, et de jambon.	quel genre de fromage ?
Quel genre de fromage ?	Du suisse.
suisse.	bien sûr, le fromage avec des trous dedans.
bien sûr, le fromage avec des trous dedans.	Je n'ai jamais eu l'habitude d'acheter du fromage suisse.
Je n'ai jamais acheté de fromage suisse.	Pourquoi pas ?
Pourquoi pas ?	Je ne voulais pas payer pour les trous.
J'ai besoin d'un pantalon.	Je croyais que tu venais d'en acheter un.
Je croyais que tu venais d'en acheter une paire.	C'est le cas.
Je l'ai fait.	qu'est-ce qui ne va pas avec eux si tôt ?
qu'est-ce qui ne va pas avec eux si tôt ?	Le pantalon est bien, mais la poche a un énorme trou.
le pantalon est bien, mais la poche a un énorme trou.	tu ne devrais pas transporter tes clés et tes stylos dans ta poche.
