Question	Reponse
merci. je pense que tu es très belle aujourd'hui aussi.	Merci. Je viens d'acheter ces nouvelles chaussures aujourd'hui.
Merci. Je viens juste d'acheter ces nouvelles chaussures aujourd'hui.	Elles sont belles. Qu'est-ce que c'est ?
Elles sont belles. Qu'est-ce qu'elles sont ?	Ce sont des chaussures de sport.
Ce sont de sacrés Chucks.	Elles sont superbes. Combien coûtent-elles ?
Ils sont super. Combien coûtent-ils ?	Je les ai eus pour 40.
Je les ai eues pour 40 $.	Je pense que je vais aller me trouver ma propre paire de Chucks.
Je pense que tu es très mignonne aujourd'hui.	C'est vrai ? C'est une toute nouvelle tenue.
C'est vrai ? C'est une tenue toute neuve.	Dans quel magasin l'avez-vous achetée ?
Dans quel magasin l'avez-vous acheté ?	Je suis allée chez Macy's et je l'ai choisi.
Je suis allée chez Macy's et je l'ai choisi.	J'adore ta tenue en ce moment.
J'adore ta tenue en ce moment.	Je pense que tu es aussi très belle aujourd'hui.
Eh bien, je pense que tu es très belle aujourd'hui aussi.	Merci. J'ai trouvé ces nouvelles chaussures plus tôt au magasin.
Merci. J'ai trouvé ces nouvelles chaussures tout à l'heure au magasin.	Je pense que ce sont de très belles chaussures. Quel genre sont-elles ?
je pense que ce sont de très belles chaussures. quel genre sont-elles ?	Ce sont des Chucks.
Ce sont des Chucks.	Vos chaussures sont vraiment belles. Combien les avez-vous achetées ?
tes chaussures sont vraiment jolies. combien les as-tu achetées ?	Elles ne m'ont coûté qu'environ 40 dollars.
Dites-moi, qu'est-ce que vous aimez faire pendant votre temps libre ?	J'aime dessiner et peindre.
j'aime dessiner et peindre.	vous savez dessiner et peindre ?
tu sais dessiner et peindre ?	Oui, je sais.
Oui, je le fais.	Quand avez-vous appris à faire ça ?
Quand as-tu appris à faire ça ?	J'ai appris au lycée.
que j'ai appris au lycée.	Oh, donc tu as pris des cours d'art ?
Oh, donc tu as pris un cours d'art ?	Oui, j'ai adoré ce cours.
Oui, j'ai adoré ce cours.	Je vois que vous avez beaucoup de talent.
je vois que vous êtes plutôt doué.	Merci beaucoup.
Merci beaucoup.	J'aimerais avoir un tel talent.
J'aimerais avoir un talent comme celui-là.	Je suis sûr que tu as un talent. Il est juste caché.
Quel genre de choses aimes-tu faire ?	J'ai toujours aimé dessiner et peindre.
J'ai toujours aimé dessiner et peindre.	Je ne savais pas que tu savais dessiner et peindre.
Je ne savais pas que tu savais dessiner et peindre.	Je le fais de temps en temps.
Je le fais de temps en temps.	Depuis combien de temps savez-vous faire ça ?
Depuis combien de temps sais-tu comment faire ça ?	J'ai appris à le faire au lycée.
J'ai appris à le faire pour la première fois au lycée.	Tu as pris des cours d'art ou quelque chose comme ça ?
Tu as pris une sorte de cours d'art ou autre ?	C'était mon cours préféré.
C'était mon cours préféré.	Il faut avoir du talent.
Vous devez avoir du talent.	Merci.
Merci.	Si seulement j'avais du talent.
Si seulement j'avais du talent.	Tu as un talent, mais tu ne sais pas encore ce que c'est.
avez-vous des passe-temps ?	Quand j'ai le temps, il m'arrive de dessiner et de peindre.
Quand j'ai le temps, il m'arrive de dessiner et de peindre.	Oh, tu fais vraiment ça ?
Oh, tu fais vraiment ça ?	De temps en temps, oui.
De temps en temps, je le fais.	Avez-vous toujours su dessiner et peindre ?
As-tu toujours su dessiner et peindre ?	J'ai appris à dessiner et à peindre à l'école secondaire.
Au lycée, on m'a appris à dessiner et à peindre.	Vous avez eu un cours d'art ?
Tu avais un cours d'art ?	exactement, c'était mon cours préféré.
exactement, c'était mon cours préféré.	C'est bien que tu aies autant de talent.
Eh bien, c'est bien que vous soyez si talentueux.	J'apprécie cela.
J'apprécie cela.	Le talent est une grande chose, j'aimerais en avoir un.
Quel est ton film préféré ?	Mon film préféré est Superbad.
Mon film préféré est Superbad.	Pourquoi ça ?
Oh, pourquoi ça ?	C'est le film le plus drôle que j'ai jamais vu.
C'est le film le plus drôle que j'ai jamais vu.	C'est vrai. C'est un film très drôle.
C'est vrai. C'est un film très drôle.	Vous l'avez déjà vu ?
Vous l'avez déjà vu ?	Oui, j'ai vu ce film le premier jour où il est sorti au cinéma.
Oui, j'ai vu ce film le premier jour où il est sorti au cinéma.	Tu n'as pas ri pendant tout le film ? Moi, oui.
Tu n'as pas ri pendant tout le film ? Moi oui.	Moi aussi. Ce film m'a mis les larmes aux yeux.
moi aussi. ce film m'a mis les larmes aux yeux.	Moi aussi.
Le mien aussi.	J'ai le DVD chez moi si tu veux venir le regarder.
Je l'ai en DVD chez moi si tu veux venir le regarder.	Bien sûr, allons-y.
Quel est ton film préféré ?	Je dois dire que mon film préféré est Superbad.
Je dois dire que mon film préféré est Superbad.	C'est vrai ? Pourquoi ?
C'est vrai ? Pourquoi ?	Honnêtement, c'est l'un des films les plus drôles que j'ai vu depuis longtemps.
honnêtement, c'est l'un des films les plus drôles que j'ai vu depuis longtemps.	Tu as raison. Ce film est hilarant.
Tu as raison. Ce film est hilarant.	Je ne pensais pas que tu avais vu ce film.
Je ne pensais pas que tu avais vu ce film.	Je suis allé le voir le jour de sa sortie.
Je suis allé le voir le jour de sa sortie.	J'ai ri pendant tout le film.
J'ai ri pendant tout le film.	Je n'ai pas pu m'empêcher de rire, non plus.
Je n'ai pas pu m'empêcher de rire, moi non plus.	Pareil pour moi.
Même chose ici.	J'ai acheté le film. Ça te dirait de venir chez moi pour le regarder ?
J'ai acheté le film. Voulez-vous venir chez moi pour le regarder ?	Bien sûr.
de tous les films que vous avez vus, lequel est votre préféré ?	Je vais devoir dire que Superbad est le meilleur film de tous les temps.
Je vais devoir dire que Superbad est le meilleur film de tous les temps.	Vous le pensez, comment ça se fait ?
Tu crois, comment ça se fait ?	Eh bien, Superbad est super drôle.
Eh bien, Superbad est super drôle.	Tu ne mens pas, j'ai trouvé ce film absolument hilarant.
Tu ne mens pas, j'ai trouvé ce film absolument hilarant.	Je ne savais pas que tu avais vu Superbad avant.
Je ne savais pas que tu avais déjà vu Superbad.	J'ai fait en sorte de faire la queue pour le voir le jour de sa sortie.
J'ai fait en sorte de faire la queue pour le voir le jour de sa sortie.	Je n'ai pas pu m'empêcher de rire pendant tout le film.
Je n'ai pas pu m'empêcher de rire pendant tout le film.	Je n'ai pas pu m'empêcher de rire pendant tout le film. J'avais mal aux muscles de l'estomac après.
J'ai ri de façon hystérique pendant tout ce temps, les muscles de mon estomac me faisaient mal après.	C'est exactement ce que j'ai ressenti.
C'est exactement ce que j'ai ressenti.	J'ai eu le film quand il est sorti en DVD, tu veux venir chez moi ?
quel type de musique aimes-tu écouter ?	J'aime écouter différents types de musique.
J'aime écouter différents types de musique.	comme quoi, par exemple ?
comme quoi, par exemple ?	J'aime le rock et le r&b.
J'aime le rock et le r&b.	Pourquoi ça ?
Pourquoi ça ?	J'aime les différents instruments qu'ils utilisent.
J'aime les différents instruments qu'ils utilisent.	C'est une bonne raison d'aimer quelque chose.
C'est une bonne raison d'aimer quelque chose.	Oui, je le pense aussi.
Quel genre de musique aimez-vous écouter ?	J'aime écouter toutes sortes de musique.
J'aime écouter toutes sortes de musique.	quel genre ?
Quel genre ?	J'aime écouter du rock et du r&b.
J'aime écouter du rock et du r&b.	Pourquoi aimez-vous ce type de musique ?
pourquoi aimez-vous ce type de musique ?	J'aime le type d'instruments qu'ils utilisent.
J'aime le genre d'instruments qu'ils utilisent.	Je pense que c'est une excellente raison d'aimer quelque chose.
je pense que c'est une excellente raison d'aimer quelque chose.	Merci, je ressens la même chose.
Quel est votre genre de musique préféré ?	J'écoute différents types de musique.
j'écoute différents types de musique.	quels genres ?
quels genres ?	J'aime écouter à la fois du rock et du r&b.
J'aime écouter du rock et du r&b.	Qu'est-ce qui vous intéresse dans ce type de musique ?
qu'est-ce qui vous intéresse dans ce type de musique ?	J'aime les différents types d'instruments qu'ils utilisent.
j'aime les différents types d'instruments qu'ils utilisent.	C'est une raison parfaite pour aimer un certain type de musique.
Tu es allé au match de basket vendredi ?	Non, je n'ai pas pu y aller.
Non, je n'ai pas pu venir.	Vous avez manqué un très bon match.
Tu as raté un très bon match.	oh, vraiment ? qui a gagné ?
Oh, vraiment ? Qui a gagné ?	Notre école. Ils ont très bien joué.
Notre école l'a fait. Ils ont très bien joué.	Dommage, j'étais occupé. Je voulais vraiment y aller.
Dommage, j'étais occupé. Je voulais vraiment y aller.	Oui, tu aurais dû. C'était vraiment excitant.
Oui, tu aurais dû. C'était vraiment excitant.	Alors, quel était le score ?
Quel était le score ?	Le score était de 101-98.
le score était de 101-98.	mec, c'était un match vraiment serré.
Mec, c'était un match très serré.	C'est ce qui l'a rendu si génial.
C'est ce qui l'a rendu si génial.	Je m'assurerai de participer à la prochaine.
Avez-vous pu assister au match de basket de vendredi soir ?	Je n'ai pas pu y assister.
Je n'ai pas pu venir.	Vous auriez dû être là. C'était intense.
Tu aurais dû être là. C'était intense.	C'est vrai. Qui a fini par gagner ?
C'est vrai. Qui a fini par gagner ?	notre équipe a été victorieuse.
Notre équipe a été victorieuse.	Je regrette de ne pas avoir été libre ce soir-là. Je suis un peu en colère de ne pas y être allé.
J'aurais aimé être libre ce soir-là. Je suis un peu en colère de ne pas y être allé.	C'était un grand match.
C'était un grand match.	Quel était le score à la fin du match ?
Quel était le score à la fin du match ?	notre équipe a gagné 101-98.
notre équipe a gagné 101-98.	On dirait que c'était un match serré.
On dirait que c'était un match serré.	C'est la raison pour laquelle c'était un si bon match.
c'est la raison pour laquelle c'était un si bon match.	le prochain match, je serai certainement là.
Je voulais te demander si tu avais vu le match de basket vendredi.	Je voulais y aller, mais je n'ai pas pu.
Je voulais y aller, mais je n'ai pas pu.	C'était un grand match.
C'était un grand match.	C'est dommage que je n'aie pas pu venir. Qui a gagné ?
C'est dommage que je n'aie pas pu venir. Qui a gagné ?	Notre équipe a joué dur et a gagné.
notre équipe a joué dur et a gagné.	Je regrette vraiment de ne pas être allé au match.
Je regrette vraiment de ne pas être allé à ce match.	C'était le meilleur match de tous les temps.
C'était le meilleur match de tous les temps.	Alors dis-moi le score final.
alors dis-moi le score final.	l'autre équipe a perdu de trois points, 101-98.
l'autre équipe a perdu de trois points, 101-98.	Ça a dû être un match serré.
Le match a dû être serré.	Il l'était vraiment. Tu aurais dû y aller.
Que fais-tu ce week-end ?	Je vais au cinéma avec un ami. Et toi ?
Je vais au cinéma avec un ami. Et toi ?	Je ne suis pas encore sûre.
Je ne suis pas encore sûr.	Eh bien, tu veux aller voir un film avec moi ?
Alors, tu veux aller voir un film avec moi ?	Quel film vas-tu voir ?
Quel film vas-tu voir ?	Je ne suis pas encore sûre. Y a-t-il quelque chose que tu veux voir ?
Je ne suis pas encore sûr. Il y a quelque chose que tu veux voir ?	Il n'y a rien à quoi je puisse penser.
Il n'y a rien à quoi je puisse penser.	Alors, tu voulais y aller ?
Alors, tu veux y aller ?	Non, merci, peut-être une autre fois.
Non, merci, peut-être une autre fois.	D'accord, ça semble bien.
tu sais ce que tu vas faire ce week-end ?	Je vais voir un film avec un ami. Et toi ?
Je vais voir un film avec un ami. Et toi ?	Je vais rester là à passer le temps :-)
Je ne sais pas.	Ça te dirait d'aller voir un film avec moi et mon ami ?
Voulez-vous voir un film avec moi et mon ami ?	savez-vous quel film vous allez regarder ?
Tu sais quel film tu vas voir ?	Je ne sais pas, mais y avait-il un certain film que tu voulais voir ?
Je ne sais pas, mais y avait-il un certain film que tu voulais voir ?	Aucun à ma connaissance.
Aucune à laquelle je pense.	Eh bien, voulez-vous y aller ?
Eh bien, tu veux y aller ?	Je vous remercie de m'avoir invité, mais je pense que je vais passer mon tour.
merci de m'avoir invitée, mais je pense que je vais passer mon tour.	Très bien. Une autre fois alors.
Tu as une idée de ce que tu veux faire ce week-end ?	je vais aller au cinéma avec mon ami. que vas-tu faire ?
Je vais au cinéma avec mon ami. Et toi, que vas-tu faire ?	Je ne suis pas encore tout à fait sûr.
Je ne suis pas encore tout à fait sûr.	Et si tu allais voir un film avec moi et mon ami ?
Que dirais-tu d'aller voir un film avec moi et mon ami ?	Quel film avez-vous l'intention de regarder avec votre ami ?
Quel film avez-vous l'intention de regarder avec votre ami ?	Je ne sais pas trop. Est-ce qu'il y a un film qui a attiré votre attention ?
Je ne suis pas sûr. Y a-t-il un film qui attire votre attention ?	aucun bon film ne me vient à l'esprit.
aucun bon film ne me vient à l'esprit.	Avez-vous décidé si vous voulez y aller ou non ?
Avez-vous décidé si vous voulez y aller ou non ?	Non, merci. Peut-être une autre fois.
Tu es allé à l'école aujourd'hui ?	Oui, je suis allé à l'école aujourd'hui. Tu étais là ?
Oui, je suis allé à l'école aujourd'hui. Tu y étais ?	Non, je n'y suis pas allé, j'ai été malade.
Non, je n'y suis pas allée, j'ai été malade.	Ça craint. Tu veux les devoirs du cours d'anglais ?
ça craint. Vous voulez les devoirs du cours d'anglais ?	Ce serait bien, merci.
ce serait bien, merci.	Pas de problème, je vous en prie.
pas de problème, de rien.	Je serai heureux de faire la même chose pour vous quand vous serez malade.
je serai heureux de faire la même chose pour toi quand tu seras malade.	bien, merci. J'espère te voir à l'école demain.
es-tu allé à l'école aujourd'hui ?	Je suis allé à l'école aujourd'hui. Et toi ?
Je suis allé à l'école aujourd'hui. Et toi ?	Je n'ai pas pu aller à l'école parce que j'étais malade.
je n'ai pas pu aller à l'école parce que je me sentais mal.	Je suis désolé de l'apprendre. Voulez-vous les devoirs du cours d'anglais ?
Je suis désolé d'entendre ça. Voulez-vous les devoirs du cours d'anglais ?	J'apprécierais vraiment, merci.
j'apprécierais vraiment, merci.	Je n'ai aucun problème.
Ce n'est pas un problème du tout.	Si vous tombez malade, je vous rendrai la pareille.
Si tu tombes malade, je te rendrai la pareille.	Merci. On se voit à l'école demain si tu te sens mieux.
